id1,text1,id2,text2,text_similarity_score,entity_similarity_score,date_difference,pair_id,label,confidence,needs_human_review,evaluator_verdict
nifty_252,Fitch Updates Recovery Analyses for U.S. Media & Entertainment Sector,nifty_450,"TEXT-Fitch updates recovery analyses for U.S. media, entertainment sector",0.9213875,0.4285714285714285,365,960409a1d3b065b5a1971d00c62f28d2,False,1,True,not_returned
nifty_450,"TEXT-Fitch updates recovery analyses for U.S. media, entertainment sector",nifty_450,Fitch Updates Recovery Analyses for U.S. Media & Entertainment Sector,0.9213875,0.4285714285714285,0,55325db619dc33bcf122045c4467a7c2,False,1,True,not_returned
nifty_444,"The Zacks Analyst Blog Highlights: Apple, Google, Sprint Nextel, Dish Network and Verizon Communications",nifty_496,"The Zacks Analyst Blog Highlights:Verizon Communications, AT&T;, Sprint Nextel, Apple and Google",0.9212239,0.7142857142857143,98,1538413fa449b58bf0e77059857cd158,False,1,True,not_returned
nifty_112,"Zacks Analyst Blog Highlights: WellPoint, Express Scripts, Unitedhealth Group, Aetna and CIGNA",nifty_227,"Zacks Analyst Blog Highlights: Salesforce.com, WellPoint, Cigna, Unitedhealth Group and Express Scripts",0.9211891,0.8571428571428571,214,5b6dca6a3155cf7db78063c39189c69f,False,1,True,not_returned
nifty_474,"The Zacks Analyst Blog Highlights: JPMorgan Chase, Citigroup, Morgan Stanley, Goldman Sachs and Wells Fargo",nifty_534,"The Zacks Analyst Blog Highlights: American International Group, Deutsche Bank, Goldman Sachs Group, JPMorgan Chase and Citigroup",0.92112106,0.3478260869565217,112,006ec245b1a12894b0aa509535022bb5,False,1,True,not_returned
nifty_355,"The Zacks Analyst Blog Highlights: IBM, Citigroup, Goldman Sachs Group, US Bancorp and Morgan Stanley",nifty_534,"The Zacks Analyst Blog Highlights: American International Group, Deutsche Bank, Goldman Sachs Group, JPMorgan Chase and Citigroup",0.92101735,0.3043478260869565,331,2dfca7fb6872267e39a8f7e19823ce95,False,1,True,not_returned
nifty_31,HEADLINE STOCKS-U.S. small/midcap stocks on the move on March 4,nifty_113,HEADLINE STOCKS-U.S. small/midcap stocks on the move on Aug 2,0.9209447,0.6666666666666666,151,abc2f585ba62ec7a8dd372a77bacd9f7,False,1,True,not_returned
nifty_753,"The Zacks Analyst Blog Highlights: Hartford Financial Services Group, Bank of America, JPMorgan Chase, Wells Fargo and Citigroup",nifty_783,"The Zacks Analyst Blog Highlights:Ocwen Financial, Bank of America, JPMorgan Chase, Wells Fargo and Citigroup",0.9208299,0.631578947368421,56,44faae24594dee9380279ea65961e0d6,False,1,True,not_returned
nifty_940,"The Zacks Analyst Blog Highlights: Verizon Communications, Outerwall, Google, Netflix and Amazon",nifty_960,"The Zacks Analyst Blog Highlights: Comcast, Time Warner Cable, Verizon Communications, Netflix and Google",0.920776,0.5,35,bb4c9597c21dd2baf230846eb5b74399,False,1,True,not_returned
nifty_112," PennyStockAlley.com Daily Investment Stock Report Alerts: Apple, Inc., Intel Corp., Motorola, Inc., and Sprint Nextel",nifty_219," PennyStockAlley.com Daily Investment Stock Report Alerts: Apple Inc., Citigroup Inc., Microsoft Corp., Sprint Nextel",0.9207585,0.5238095238095238,196,5efe13f892e0f2f0ae0128e645fef268,False,1,True,not_returned
nifty_554," PennyStockWizard.com Exceptional Price Movement & Volume Alerts: Santo Mining Corp. (SANP), Randgold Resources Limited (GOLD), Onc",nifty_558," PennyStockWizard.com Exceptional Price Movement & Volume Alerts: Santo Mining Corp. (SANP), Freeport-McMoRan Copper & Gold Inc. (F",0.9206932,0.45,7,64956ba5f74015d99c42dfadea880109,False,1,True,not_returned
nifty_470,"The Zacks Analyst Blog Highlights: JPMorgan Chase, Bank of America, Wells Fargo, Citigroup and US Bank",nifty_903,"The Zacks Analyst Blog Highlights: Citigroup, Bank of America, JPMorgan Chase, Capital One Financial and Skechers",0.9206639,0.4705882352941176,811,c6ce2a4ec0178ea80b8b493b5914e4fe,False,1,True,not_returned
nifty_474,"The Zacks Analyst Blog Highlights: JPMorgan Chase, Citigroup, Morgan Stanley, Goldman Sachs and Wells Fargo",nifty_753,"The Zacks Analyst Blog Highlights: Hartford Financial Services Group, Bank of America, JPMorgan Chase, Wells Fargo and Citigroup",0.9206608,0.4090909090909091,523,7eeae0e0583f59d1e8222044a12bfa80,False,1,True,not_returned
nifty_787,"The Zacks Analyst Blog Highlights: IBM, Amazon.com, Apple, Google and Facebook",nifty_977,"The Zacks Analyst Blog Highlights: Apple, IBM, Microsoft and Google",0.920612,0.625,345,039a341029d1896f9c18cf08b40c49d7,False,1,True,not_returned
nifty_234,"Zacks Analyst Blog Highlights: CoreLogic, Fannie Mae, Freddie Mac, JPMorgan Chase and Bank of America Corporation",nifty_787,"The Zacks Analyst Blog Highlights: Fannie Mae, Freddie Mac, JPMorgan Chase, Wells Fargo and Bank of America",0.92045313,0.5789473684210527,1033,7040c764aac9813d06c3422ec822ecf0,False,1,True,not_returned
nifty_470,"The Zacks Analyst Blog Highlights: JPMorgan Chase, Bank of America, Wells Fargo, Citigroup and US Bank",nifty_534,"The Zacks Analyst Blog Highlights: American International Group, Deutsche Bank, Goldman Sachs Group, JPMorgan Chase and Citigroup",0.9203721,0.3181818181818182,119,5b2882821401d778d0ef4e5b10329ebd,False,1,True,not_returned
nifty_259,"The Zacks Analyst Blog Highlights: ExxonMobil, Chevron, ConocoPhilllips, Valero and Tesoro",nifty_525,"The Zacks Analyst Blog Highlights:Exxon Mobil, Chevron, ConocoPhillips, Valero Energy and The McGraw-Hill",0.92035764,0.25,489,2de78379ba80f7058d735df7ce51e98e,False,1,True,not_returned
nifty_110,HEADLINE STOCKS-U.S. small/midcap stocks on the move on July 27,nifty_119,HEADLINE STOCKS-U.S. small/midcap stocks on the move on Aug 11,0.92032105,0.6666666666666666,15,8357de6c5fbd064acc9d89a21e20ea87,False,1,True,not_returned
nifty_496,"The Zacks Analyst Blog Highlights:Verizon Communications, AT&T;, Sprint Nextel, Apple and Google",nifty_609,"The Zacks Analyst Blog Highlights: BlackBerry, Microsoft, AT&T;, Sprint Nextel and Google",0.9202766,0.5384615384615384,216,a4cb178e1b61012ad3010a3ddff97260,False,1,True,not_returned
nifty_110,HEADLINE STOCKS-U.S. small/midcap stocks on the move on July 27,nifty_112,HEADLINE STOCKS-U.S. small/midcap stocks to watch on July 29,0.9202762,0.8,2,41ad7d85e448455cef1d7ec10dd457d5,False,1,True,not_returned
nifty_207,"Zacks Analyst Blog Highlights: The Goldman Sachs Group, Citigroup, JPMorgan Chase, Morgan Stanley and State Street",nifty_288,"The Zacks Analyst Blog Highlights: Citigroup, HSBC Holdings, J.P. Morgan Chase, Goldman Sachs Group and Wells Fargo",0.920275,0.2592592592592592,147,b82c73d550669148ff305c5a917a3140,False,1,True,not_returned
nifty_478,"The Zacks Analyst Blog Highlights: Morgan Stanley, Moody's, JPMorgan Chase, Citigroup and Bank of America",nifty_903,"The Zacks Analyst Blog Highlights: Citigroup, Bank of America, JPMorgan Chase, Capital One Financial and Skechers",0.92025864,0.5,796,82b0901d53d0a939233a0bba04ae8e68,False,1,True,not_returned
nifty_470,"The Zacks Analyst Blog Highlights: JPMorgan Chase, Bank of America, Wells Fargo, Citigroup and US Bank",nifty_923,"The Zacks Analyst Blog Highlights: Citigroup, Goldman Sachs Group, JPMorgan Chase, Bank of America and HSBC Holdings",0.92024016,0.4,847,fe297173c3255db3aae75e5b52fa14c4,False,1,True,not_returned
nifty_779,"The Zacks Analyst Blog Highlights: Bank of America, JPMorgan Chase, Goldman Sachs Group, State Street and Barclays",nifty_926,"The Zacks Analyst Blog Highlights: Citigroup, BB&T;, Goldman Sachs Group, Bank of America and JPMorgan Chase",0.9202187,0.631578947368421,274,9227def3841bfb7c437321afdc619056,False,1,True,not_returned
nifty_32,HEADLINE STOCKS-U.S. small/midcap stocks on the move on March 8,nifty_113,HEADLINE STOCKS-U.S. small/midcap stocks on the move on Aug 2,0.9202019,0.6666666666666666,147,396dcd11064e437cccd464218572d511,False,5,False,not_reviewed
nifty_534,"The Zacks Analyst Blog Highlights: American International Group, Deutsche Bank, Goldman Sachs Group, JPMorgan Chase and Citigroup",nifty_966,"The Zacks Analyst Blog Highlights: JPMorgan Chase, Citigroup, Morgan Stanley, Goldman Sachs Group and LPL Financial Holdings",0.9200277,0.4347826086956521,804,3d55a7c324584340503e95ec75314da0,False,5,False,not_reviewed
nifty_478,"The Zacks Analyst Blog Highlights: Morgan Stanley, Moody's, JPMorgan Chase, Citigroup and Bank of America",nifty_753,"The Zacks Analyst Blog Highlights: Hartford Financial Services Group, Bank of America, JPMorgan Chase, Wells Fargo and Citigroup",0.9200123,0.4,515,15bcef63a1f52be3cb93d35b76dbfa06,False,5,False,not_reviewed
nifty_478,"The Zacks Analyst Blog Highlights: Morgan Stanley, Moody's, JPMorgan Chase, Citigroup and Bank of America",nifty_966,"The Zacks Analyst Blog Highlights: JPMorgan Chase, Citigroup, Morgan Stanley, Goldman Sachs Group and LPL Financial Holdings",0.91999054,0.45,908,263759e6eea8a10ba74f03a33386f220,False,5,False,correct
nifty_404,"The Zacks Analyst Blog Highlights: Wells Fargo, JPMorgan Chase, Goldman Sachs Group, Bank of America and Automatic Data Processing",nifty_470,"The Zacks Analyst Blog Highlights: JPMorgan Chase, Bank of America, Wells Fargo, Citigroup and US Bank",0.91988885,0.4761904761904761,119,f314e9b9482b4950c65fe26c897aff99,False,5,False,not_reviewed
nifty_141,"Zacks Analyst Blog Highlights: Nokia, Google, Apple, Motorola and Intel",nifty_502,"The Zacks Analyst Blog Highlights:Nokia, AT&T;, Apple, Google and Microsoft",0.91987693,0.3,665,ccfb21ca06e4390b87f58a005e1becc3,False,5,False,not_reviewed
nifty_141,"Zacks Analyst Blog Highlights: Nokia, Google, Apple, Motorola and Intel",nifty_549,"The Zacks Analyst Blog Highlights: Nokia, AT&T;, Apple, Google and Microsoft",0.91987693,0.2727272727272727,749,e7a8e02b83a505bba2fcbfdba13d9998,False,5,False,not_reviewed
nifty_665,"The Zacks Analyst Blog Highlights: Amazon.com, Netflix, Apple, Microsoft and Sony",nifty_966,"The Zacks Analyst Blog Highlights: Netflix, Google, Facebook, Apple and Amazon.com",0.9196111,0.5555555555555556,554,eb787ece6866298211aa4fe39e675311,False,5,False,not_reviewed
nifty_608,"The Zacks Analyst Blog Highlights: Electronic Arts, Microsoft, Sony, Facebook and CNOOC",nifty_834,"The Zacks Analyst Blog Highlights:Facebook, Sony, Microsoft, Google and Yahoo",0.9195264,0.4545454545454545,420,4d2fd4f76d7dff704f373f1794dfc839,False,5,False,not_reviewed
nifty_121,HEADLINE STOCKS-U.S. small/midcap stocks on the move on Aug 16,nifty_122,HEADLINE STOCKS-U.S. small/midcap stocks to watch on Aug 17,0.9195176,0.8,1,04d297ded656cc6c7e33776a9d443cd6,False,5,False,not_reviewed
nifty_244,"Zacks Analyst Blog Highlights: ExxonMobil, Chevron, ConocoPhillips, Valero and Tesoro",nifty_525,"The Zacks Analyst Blog Highlights:Exxon Mobil, Chevron, ConocoPhillips, Valero Energy and The McGraw-Hill",0.91946983,0.1764705882352941,517,b233a7c31206047e8271368b4f799ea0,False,5,False,not_reviewed
nifty_193,"Zacks Analyst Blog Highlights: ExxonMobil, Chevron, ConocoPhillips, Valero and Tesoro",nifty_525,"The Zacks Analyst Blog Highlights:Exxon Mobil, Chevron, ConocoPhillips, Valero Energy and The McGraw-Hill",0.91946954,0.1764705882352941,609,b233a7c31206047e8271368b4f799ea0,False,5,False,not_reviewed
nifty_227,"Zacks Analyst Blog Highlights: ExxonMobil, Chevron, ConocoPhillips, Valero and Tesoro",nifty_525,"The Zacks Analyst Blog Highlights:Exxon Mobil, Chevron, ConocoPhillips, Valero Energy and The McGraw-Hill",0.91946954,0.1764705882352941,546,b233a7c31206047e8271368b4f799ea0,False,5,False,not_reviewed
nifty_207,"Zacks Analyst Blog Highlights: U.S. Bancorp, Bank of America, JPMorgan Chase & Company, Wells Fargo & Company and The Bank of New York Mellon",nifty_470,"The Zacks Analyst Blog Highlights: JPMorgan Chase, Bank of America, Wells Fargo, Citigroup and US Bank",0.91937387,0.375,482,e76ef75d178f672b290f2dd8779d385b,False,5,False,correct
nifty_773,"The Zacks Analyst Blog Highlights: Tesla Motors, Toyota Motor, Daimler, Ford Motor and Allergan",nifty_780,"The Zacks Analyst Blog Highlights: Tesla Motors, Ford Motor, Honda Motor, Fuji Heavy Industries and Hewlett-Packard",0.9193163,0.3809523809523809,13,e5f382e64eeaa9da9a9574bebd9736c9,False,5,False,not_reviewed
nifty_501,"The Zacks Analyst Blog Highlights: Yahoo, Google, Microsoft, Walt Disney's and Facebook",nifty_758,"The Zacks Analyst Blog Highlights: Apple, Facebook, Google, Intel and Yahoo",0.9191673,0.4545454545454545,477,d2019e94d60a707dd3ffc7e86a0e8a82,False,5,False,not_reviewed
nifty_358,"The Zacks Analyst Blog Highlights: Apple, Google, CME Group, Netflix and IBM",nifty_977,"The Zacks Analyst Blog Highlights: Apple, IBM, Microsoft and Google",0.9191369,0.5,1154,6b6acd17ce8187311f5ad1f58c2ef013,False,5,False,not_reviewed
nifty_332,"The Zacks Analyst Blog Highlights: Anadarko Petroleum, Chesapeake Energy, EnCana, Patterson-UTI Energy and Helmerich & Payne",nifty_376,"The Zacks Analyst Blog Highlights: Anadarko Petroleum, Chesapeake Energy, EnCana, Devon Energy and Nabors Industries",0.9190648,0.4736842105263157,77,a2cd2de368d8c01e8a38fbbe2e1b85f3,False,5,False,not_reviewed
nifty_521,"The Zacks Analyst Blog Highlights:BP, Chevron, ExxonMobil, Royal Dutch Shell and Tesoro",nifty_573,"The Zacks Analyst Blog Highlights:Exxon Mobil, Chevron, ConocoPhillips, Valero Energy and Tesoro",0.91898155,0.2222222222222222,99,5e59f01cc4041e858dea5d2108694d00,False,5,False,not_reviewed
nifty_91,"Zacks Analyst Blog Highlights: JPMorgan Chase, Bank of America, Goldman Sachs, Citigroup and Royal Bank of Scotland",nifty_966,"The Zacks Analyst Blog Highlights: JPMorgan Chase, Citigroup, Morgan Stanley, Goldman Sachs Group and LPL Financial Holdings",0.9189037,0.28,1617,68b7331dd64e232b23fbfc5cc8a285b0,False,5,False,not_reviewed
nifty_394,"The Zacks Analyst Blog Highlights: Electronic Arts, Time Warner Cable, Apple, Comcast and Verizon Communication",nifty_583,"The Zacks Analyst Blog Highlights: Time Warner Cable, Apple, Comcast, Google and Netflix",0.9188451,0.5,351,54db5192efecf9eaaabdcc7a2bdc6749,False,5,False,not_reviewed
nifty_758,"Today's Research: HCP Inc., Diamondrock Hospitality Co., Starwood Property Trust Inc., and Government Properties Income Trust",nifty_783,"Market Daily Guidebook: HCP Inc., Starwood Property Trust, DiamondRock Hospitality, and Government Properties Income Trust",0.9187728,0.5454545454545454,48,547806569a8fbb165b2012390dae7bd3,True,5,False,not_reviewed
nifty_79,HEADLINE STOCKS-U.S. small/midcap stocks on the move on June 1,nifty_121,HEADLINE STOCKS-U.S. small/midcap stocks on the move on Aug 16,0.91873354,0.6666666666666666,76,9d66c8bd7c031eba21c418dbd442ab2e,False,5,False,not_reviewed
nifty_470,"The Zacks Analyst Blog Highlights: JPMorgan Chase, Bank of America, Wells Fargo, Citigroup and US Bank",nifty_966,"The Zacks Analyst Blog Highlights: JPMorgan Chase, Citigroup, Morgan Stanley, Goldman Sachs Group and LPL Financial Holdings",0.91866356,0.25,923,dc8ceb287e79022d94f1582c13c45f91,False,5,False,not_reviewed
nifty_394,"The Zacks Analyst Blog Highlights: Electronic Arts, Time Warner Cable, Apple, Comcast and Verizon Communication",nifty_814,"The Zacks Analyst Blog Highlights: Google, Comcast, Time Warner Cable, Netflix and Apple",0.91865885,0.5,790,2c671c904600e65257f6d567d46701bf,False,5,False,not_reviewed
nifty_122,HEADLINE STOCKS-U.S. small/midcap stocks to watch on Aug 17,nifty_128,HEADLINE STOCKS-U.S. small/midcap stocks on the move on Aug 26,0.91864926,0.8,9,8c1dc9b4eeefaef6ee56d8b3e822a88a,False,5,False,correct
nifty_121,HEADLINE STOCKS-U.S. small/midcap stocks to watch on Aug 16,nifty_122,HEADLINE STOCKS-U.S. small/midcap stocks on the move on Aug 17,0.9186126,0.8,1,80b78f043ec76d134daf5509728aedfe,False,5,False,not_reviewed
nifty_112,HEADLINE STOCKS-U.S. small/midcap stocks to watch on July 29,nifty_121,HEADLINE STOCKS-U.S. small/midcap stocks to watch on Aug 16,0.9185944,0.6,18,a0596f86e3d777ab1ffc6d7c08f61333,False,5,False,not_reviewed
nifty_391,"The Zacks Analyst Blog Highlights: AT&T;, Verizon Communications, Sprint Nextel, MetroPCS Communications and Leap Wireless International",nifty_661,"The Zacks Analyst Blog Highlights: AT&T;, Verizon Communication, T-Mobile US, Leap Wireless International and JPMorgan Chase",0.918499,0.36,509,2e63feb76f44075fb0ebb05307640889,False,5,False,not_reviewed
nifty_91,"Zacks Analyst Blog Highlights: JPMorgan Chase, Bank of America, Goldman Sachs, Citigroup and Royal Bank of Scotland",nifty_923,"The Zacks Analyst Blog Highlights: Citigroup, Goldman Sachs Group, JPMorgan Chase, Bank of America and HSBC Holdings",0.9184856,0.4285714285714285,1541,7850c306a5e745519d868079b8afc979,False,5,False,not_reviewed
nifty_134,"Zacks Analyst Blog Highlights: Goldman Sachs, Citigroup, Bank of America, JPMorgan Chase and Morgan Stanley",nifty_783,"The Zacks Analyst Blog Highlights:Ocwen Financial, Bank of America, JPMorgan Chase, Wells Fargo and Citigroup",0.91844183,0.3636363636363636,1202,d3e02676a74d2dc3b00467546c09705d,False,5,False,correct
nifty_31,HEADLINE STOCKS-U.S. small/midcap stocks to watch on March 4,nifty_119,HEADLINE STOCKS-U.S. small/midcap stocks to watch on Aug 11,0.91832423,0.6,160,1ff4d7124bcac1686e3be91353d15dd9,False,5,False,not_reviewed
nifty_355,"The Zacks Analyst Blog Highlights: IBM, Citigroup, Goldman Sachs Group, US Bancorp and Morgan Stanley",nifty_404,"The Zacks Analyst Blog Highlights: Citigroup, JPMorgan Chase, Goldman Sachs Group, Bank of America and Forest Laboratories",0.9182743,0.3181818181818182,93,48baaf6124267ae1c80c5f98cbb1f846,False,5,False,not_reviewed
nifty_252,"The Zacks Analyst Blog Highlights: Apple, Verizon Communications, Vodafone, AT&T; and Nokia",nifty_474,"The Zacks Analyst Blog Highlights: Verizon Communications, Vodafone, AT&T;, MetroPCS Communications and Deutsche Telekom",0.9179842,0.5333333333333333,407,93942330047cabf5840bac41c4211242,False,5,False,not_reviewed
nifty_79,HEADLINE STOCKS-U.S. small/midcap stocks on the move on June 1,nifty_113,HEADLINE STOCKS-U.S. small/midcap stocks on the move on Aug 2,0.91776234,0.6666666666666666,62,3eacf32008c2ad03b4ce2a0412cfd2c2,False,5,False,not_reviewed
nifty_11,"Zacks Analyst Blog Highlights: BlackRock, Fannie Mae, Freddie Mac, MGIC and JPMorgan Chase",nifty_332,"The Zacks Analyst Blog Highlights: Fannie Mae, Freddie Mac, Bank of America, JPMorgan Chase and Goldman Sachs Group",0.91771835,0.4285714285714285,587,44eb6d337bf172ca89142d5aeb09a55c,False,5,False,not_reviewed
nifty_134,"Zacks Analyst Blog Highlights: Goldman Sachs, Citigroup, Bank of America, JPMorgan Chase and Morgan Stanley",nifty_288,"The Zacks Analyst Blog Highlights: Citigroup, HSBC Holdings, J.P. Morgan Chase, Goldman Sachs Group and Wells Fargo",0.91769785,0.2307692307692307,281,554a1501016c5b1a35674a2f258b888f,False,5,False,not_reviewed
nifty_98,"NI Technology Updates Outlooks for Advanced Micro Devices, Altera, Atmel, Cypress Semiconductor and Xilinx",nifty_343,"NI Technology Updates Outlooks for Advanced Micro Devices, Altera, Xilinx, Micron and SanDisk",0.9176302,0.625,447,0b3dd57a2751bb8e21637f911725c350,False,5,False,not_reviewed
nifty_252,"The Zacks Analyst Blog Highlights: Alcoa, Google, J.P. Morgan, Bank of America and Fastenal",nifty_450,"The Zacks Analyst Blog Highlights: Alcoa, Google, J.P. Morgan, Wells Fargo and Dell",0.91752934,0.5,365,ae22b4a81507f780260d823421b5f336,False,5,False,not_reviewed
nifty_779,"The Zacks Analyst Blog Highlights: Bank of America, JPMorgan Chase, Goldman Sachs Group, State Street and Barclays",nifty_966,"The Zacks Analyst Blog Highlights: JPMorgan Chase, Citigroup, Morgan Stanley, Goldman Sachs Group and LPL Financial Holdings",0.91748995,0.375,344,7c7729f39371ac0ae59c0da162f95d2f,False,5,False,not_reviewed
nifty_804,Akamai Profit Rises 18% to More Than $80 Million,nifty_1003,Akamai Profit Rises 21%,0.91747636,1.0,370,9cce3d8ebe60c2bfa9a2a68e32eca3c6,False,5,False,not_reviewed
nifty_848,"The Zacks Analyst Blog Highlights:Facebook, Apple, Google, Yahoo! and Twitter",nifty_932,"The Zacks Analyst Blog Highlights: Yahoo!, Google, Amazon, Facebook and ACE",0.9173373,0.5,150,e2b245ff6c8644e6e7065407a1fe195e,False,5,False,not_reviewed
nifty_493,"The Zacks Analyst Blog Highlights: Microsoft, Facebook, Salesforce.com, Cisco Systems and Apple",nifty_903,"The Zacks Analyst Blog Highlights: Facebook, Google, Microsoft, Yahoo and Apple",0.9171961,0.4545454545454545,769,baf63a3de6829d55c5e24b0938d87a5e,False,5,False,not_reviewed
nifty_832,"The Zacks Analyst Blog Highlights: Gilead, Amgen, Endocyte, Celgene and Biogen",nifty_851,"The Zacks Analyst Blog Highlights: Celgene, Gilead, Amgen, Biogen and Alexion",0.9170471,0.75,35,f01cd7d6717c750cf8a792f7e79faa4e,False,5,False,not_reviewed
nifty_525,"The Zacks Analyst Blog Highlights:Exxon Mobil, Chevron, ConocoPhillips, Valero Energy and The McGraw-Hill",nifty_573,"The Zacks Analyst Blog Highlights: Exxon Mobil, Chevron, General Electric, Johnson & Johnson and Wells Fargo",0.9170106,0.3,92,3c3d41d154f0149f7c8ac015ff6ed076,False,5,False,not_reviewed
nifty_7,"Zacks Analyst Blog Highlights: Goldman Sachs Group Inc., JPMorgan Chase & Co., Citigroup Inc., Bank of America Corp. and Morgan Stanley",nifty_404,"The Zacks Analyst Blog Highlights: Citigroup, JPMorgan Chase, Goldman Sachs Group, Bank of America and Forest Laboratories",0.916893,0.3846153846153846,728,d62137ede359785e0e6937644a9c7911,False,5,False,not_reviewed
nifty_184,"Zacks Analyst Blog Highlights: Google, Barnes & Noble, Sony Corp, Apple Inc and Amazon",nifty_192,"Zacks Analyst Blog Highlights: Google, Sony Corp, Netflix, Amazon.com and Apple",0.91688955,0.4615384615384615,14,2266f8a41a9f41850b96b3bcc333a04c,False,5,False,not_reviewed
nifty_352,"The Zacks Analyst Blog Highlights: AT&T;, Apple, Verizon Communications, Vodafone Plc and Sprint Nextel",nifty_391,"The Zacks Analyst Blog Highlights: AT&T;, Verizon Communications, Sprint Nextel, MetroPCS Communications and Leap Wireless International",0.9168399,0.4761904761904761,71,e43626e9accaa938a87f18e773e9bd95,False,5,False,not_reviewed
nifty_498,"The Zacks Analyst Blog Highlights: Nokia, Apple, Google, Microsoft and Verizon Communication",nifty_739,"The Zacks Analyst Blog Highlights:Nokia, Microsoft, Verizon Communications, AT&T; and T-Mobile US",0.91673,0.3333333333333333,449,45f81fa9ae9036f1d936012c58f6e9b1,False,5,False,correct
nifty_501,"The Zacks Analyst Blog Highlights: Yahoo, Google, Microsoft, Walt Disney's and Facebook",nifty_935,"The Zacks Analyst Blog Highlights: Yahoo, Apple, Facebook, Microsoft and Amazon",0.91659445,0.4545454545454545,807,14bcc4e4ce6f88c82434e8b127e4fef2,False,5,False,not_reviewed
nifty_394,"The Zacks Analyst Blog Highlights: Electronic Arts, Time Warner Cable, Apple, Comcast and Verizon Communication",nifty_746,"The Zacks Analyst Blog Highlights: Yahoo, Comcast, Netflix, Microsoft and Time Warner Cable",0.9165814,0.4117647058823529,657,113062d26343ba68842e03cc857f5145,False,5,False,not_reviewed
nifty_103," ExplosivePennyStocks.com Daily Investment Report Alerts: BP p.l.c., Dell Inc., General Electric Company and Microsoft",nifty_103," FreePennyAlerts.com Daily Investment Stock Report Alerts: BP p.l.c., Dell Inc., General Electric Company, Microsoft",0.9165732,0.631578947368421,0,656e1e0b5f55f7ebfff153932ddd854f,True,5,False,not_reviewed
nifty_217,"Zacks Analyst Blog Highlights: TiVo, CBS, Comcast, Dish Network and DirecTV",nifty_499,"The Zacks Analyst Blog Highlights: DISH Network, CBS, News Corp, Comcast and AMC Networks",0.9165184,0.3125,519,20b885314abfb839a6761ccc6eb0c6b8,False,5,False,not_reviewed
nifty_91,"Zacks Analyst Blog Highlights: JPMorgan Chase, Bank of America, Goldman Sachs, Citigroup and Royal Bank of Scotland",nifty_935,"The Zacks Analyst Blog Highlights: Royal Bank of Scotland Group, HSBC Holdings, Barclays, Citigroup and JPMorgan Chase",0.9164417,0.4285714285714285,1562,336a641cc20dc8a03319afb9b6621a24,False,5,False,not_reviewed
nifty_444,"The Zacks Analyst Blog Highlights: Apple, Google, Sprint Nextel, Dish Network and Verizon Communications",nifty_456,"The Zacks Analyst Blog Highlights: AT&T;, Apple, Google, Verizon Communications and Sprint Nextel",0.9164395,0.6666666666666666,25,336d9251edf71d628f30fc2e865b9763,False,5,False,not_reviewed
nifty_113,"Zacks Analyst Blog Highlights: Chevron, ExxonMobil, ConocoPhillips and Royal Dutch Shell PLC",nifty_860,"The Zacks Analyst Blog Highlights: Exxon Mobil, Chevron, TOTAL SA, BP and Royal Dutch Shell",0.9164133,0.25,1386,30c2dd7cac3a571e3b05eebcbc48a01a,False,5,False,not_reviewed
nifty_499,"Top Tech Analyst Issues ""State of Tech: A Guide for the Q2 Earnings Season"" With Updated Outlooks for 67 Companies, Including Marvell Technology Group, Alcatel-Lucent, Broadcom, Skyworks Solutions and Cypress Semiconductor",nifty_500,"Top Tech Analyst Issues ""State of Tech: A Guide for the Q2 Earnings Season"" With Updated Outlooks for 67 Companies, Including RF Micro Devices, Juniper Networks, Taiwan Semiconductor Manufacturing, Ciena and TriQuint Semicon",0.9161752,0.25,1,cb78fc62137aa43acc729b1191a0a1f8,False,5,False,not_reviewed
nifty_150,"Zacks Analyst Blog Highlights: JPMorgan Chase, Bank of America, Citigroup, Wells Fargoand Marshall & Ilsley",nifty_783,"The Zacks Analyst Blog Highlights:Ocwen Financial, Bank of America, JPMorgan Chase, Wells Fargo and Citigroup",0.9161743,0.45,1174,41ac8bd6c70fe4a0b7b5163fea12eecd,False,5,False,not_reviewed
nifty_214,"Zacks Analyst Blog Highlights: Biogen Idec, Elan Corp, Novartis, Roche and Teva",nifty_412,"The Zacks Analyst Blog Highlights: Pfizer, Biogen Idec, Elan, Novartis and Roche",0.9161004,0.5,364,ae99673100c23340a01c8e33ef26e995,False,5,False,not_reviewed
nifty_478,"The Zacks Analyst Blog Highlights: Morgan Stanley, Moody's, JPMorgan Chase, Citigroup and Bank of America",nifty_779,"The Zacks Analyst Blog Highlights: Bank of America, JPMorgan Chase, Goldman Sachs Group, State Street and Barclays",0.91609555,0.3333333333333333,564,32950cac9d02bf8ecee5499d780ee911,False,5,False,not_reviewed
nifty_332,"The Zacks Analyst Blog Highlights: Fannie Mae, Freddie Mac, Bank of America, JPMorgan Chase and Goldman Sachs Group",nifty_768,"The Zacks Analyst Blog Highlights: JPMorgan Chase, BlackRock, MetLife, Freddie Mac and Fannie Mae",0.9159711,0.55,807,efd7a085adfbf84980b9876ab5034548,False,5,False,not_reviewed
nifty_478,"The Zacks Analyst Blog Highlights: Morgan Stanley, Moody's, JPMorgan Chase, Citigroup and Bank of America",nifty_656,"The Zacks Analyst Blog Highlights: JPMorgan Chase, Citigroup, Morgan Stanley, Goldman Sachs Group and American Public Education",0.91595685,0.45,336,a7a58b19939d8a6c14f30d610957c5dd,False,5,False,not_reviewed
